REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Main Speciaity Code,Attended subsequent appointment,370,Medical Oncology,1248389
2324,Activity by Main Speciaity Code,Attended subsequent appointment,371,Nuclear Medicine,6015
2324,Activity by Main Speciaity Code,Attended subsequent appointment,400,Neurology,617361
2324,Activity by Main Speciaity Code,Attended subsequent appointment,401,Clinical Neuro-physiology,26337
2324,Activity by Main Speciaity Code,Attended subsequent appointment,410,Rheumatology,1001184
2324,Activity by Main Speciaity Code,Attended subsequent appointment,420,Paediatrics,1376737
2324,Activity by Main Speciaity Code,Attended subsequent appointment,421,Paediatric Neurology,28296
2324,Activity by Main Speciaity Code,Attended subsequent appointment,430,Geriatric Medicine,135231
2324,Activity by Main Speciaity Code,Attended subsequent appointment,450,Dental Medicine Specialties,65766
2324,Activity by Main Speciaity Code,Attended subsequent appointment,451,Special Care Dentistry,8524
2324,Activity by Main Speciaity Code,Attended subsequent appointment,460,Medical Ophthalmology,44548
2324,Activity by Main Speciaity Code,Attended subsequent appointment,501,Obstetrics,1855521
2324,Activity by Main Speciaity Code,Attended subsequent appointment,502,Gynaecology,1670500
2324,Activity by Main Speciaity Code,Attended subsequent appointment,504,Community Sexual & Reproductive Health,232
2324,Activity by Main Speciaity Code,Attended subsequent appointment,560,Midwife episode,3028768
2324,Activity by Main Speciaity Code,Attended subsequent appointment,600,General Medical Practice,27135
2324,Activity by Main Speciaity Code,Attended subsequent appointment,601,General Dental Practice,27477
2324,Activity by Main Speciaity Code,Attended subsequent appointment,700,Learning Disability (previously MH),53243
2324,Activity by Main Speciaity Code,Attended subsequent appointment,710,Adult Mental Illness,844967
2324,Activity by Main Speciaity Code,Attended subsequent appointment,711,Child & Adolescent Psychiatry,388302
2324,Activity by Main Speciaity Code,Attended subsequent appointment,712,Forensic Psychiatry,13014
2324,Activity by Main Speciaity Code,Attended subsequent appointment,713,Psychotherapy,15478
2324,Activity by Main Speciaity Code,Attended subsequent appointment,715,Old Age Psychiatry,131577
2324,Activity by Main Speciaity Code,Attended subsequent appointment,800,Clinical Oncology (previously Radiotherapy),1746028
2324,Activity by Main Speciaity Code,Attended subsequent appointment,810,Radiology,2368001
2324,Activity by Main Speciaity Code,Attended subsequent appointment,820,General Pathology,13249
2324,Activity by Main Speciaity Code,Attended subsequent appointment,821,Blood Transfusion,17
2324,Activity by Main Speciaity Code,Attended subsequent appointment,822,Chemical Pathology,20373
2324,Activity by Main Speciaity Code,Attended subsequent appointment,823,Haematology,189427
2324,Activity by Main Speciaity Code,Attended subsequent appointment,824,Histopathology,1268
2324,Activity by Main Speciaity Code,Attended subsequent appointment,830,Immunopathology,1983
2324,Activity by Main Speciaity Code,Attended subsequent appointment,831,Medical Microbiology & Virology,3068
2324,Activity by Main Speciaity Code,Attended subsequent appointment,833,Medical Microbiology (Microbiology & Bacteriology),471
2324,Activity by Main Speciaity Code,Attended subsequent appointment,834,Medical Virology,4067
2324,Activity by Main Speciaity Code,Attended subsequent appointment,900,Community Medicine,204564
2324,Activity by Main Speciaity Code,Attended subsequent appointment,901,Occupational Medicine,10761
2324,Activity by Main Speciaity Code,Attended subsequent appointment,902,Community Health Services Dental,1295
2324,Activity by Main Speciaity Code,Attended subsequent appointment,903,Public Health Medicine,354
2324,Activity by Main Speciaity Code,Attended subsequent appointment,950,Nursing episode,3558583
2324,Activity by Main Speciaity Code,Attended subsequent appointment,960,Allied Health Professional Episode,7201194
2324,Activity by Main Speciaity Code,Attended subsequent appointment,990,Joint Consultant Clinics (Retired 1 April 2004),1097
2324,Activity by Main Speciaity Code,Attended subsequent appointment,&,Not Known,448549
2324,Activity by Main Speciaity Code,Attended subsequent appointment,All,All,56551432
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,100,General Surgery,706597
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,101,Urology,677946
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,107,Vascular Surgery,4511
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,110,Trauma & Orthopaedics,453700
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,120,"Ear, Nose & Throat (ENT)",218850
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,130,Ophthalmology,381205
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,140,Oral Surgery,38919
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,141,Restorative Dentistry,4201
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,142,Paediatric Dentistry,3714
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,143,Orthodontics,4683
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,145,Oral & Maxillo Facial Surgery,39465
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,146,Endodontics,231
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,147,Periodontics,177
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,148,Prosthodontics,48
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,150,Neurosurgery,105758
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,160,Plastic Surgery,66871
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,170,Cardiothoracic Surgery,37500
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,171,Paediatric Surgery,23041
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,180,Accident & Emergency (A&E),5931
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,190,Anaesthetics,301071
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,192,Critical Care Medicine,8545
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,300,General Medicine,770500
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,301,Gastroenterology,704074
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,302,Endocrinology,321633
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,303,Clinical Haematology,815512
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,304,Clinical Physiology,6124
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,305,Clinical Pharmacology,2895
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,310,Audiological Medicine,22305
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,311,Clinical Genetics,15343
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,313,Clinical Immunology & Allergy,29170
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,314,Rehabilitation,27908
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,315,Palliative Medicine,62378
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,317,Allergy,4573
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,320,Cardiology,599601
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,321,Paediatric Cardiology,14529
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,325,Sports & Exercise Medicine,1622
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,326,Acute Internal Medicine,18526
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,330,Dermatology,193696
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,340,Respiratory Medicine (Thoracic Medicine),446330
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,350,Infectious Diseases,25812
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,352,Tropical Medicine,6
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,360,Genitourinary Medicine,21959
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,361,Nephrology,182141
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,370,Medical Oncology,610965
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,371,Nuclear Medicine,2860
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,400,Neurology,353077
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,401,Clinical Neuro-physiology,1137
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,410,Rheumatology,431182
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,420,Paediatrics,361505
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,421,Paediatric Neurology,10296
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,430,Geriatric Medicine,68203
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,450,Dental Medicine Specialties,9335
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,451,Special Care Dentistry,283
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,460,Medical Ophthalmology,1468
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,501,Obstetrics,141683
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,502,Gynaecology,330154
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,504,Community Sexual & Reproductive Health,532
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,560,Midwife episode,172046
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,600,General Medical Practice,2206
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,601,General Dental Practice,1943
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,700,Learning Disability (previously MH),14551
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,710,Adult Mental Illness,238551
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,711,Child & Adolescent Psychiatry,143696
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,712,Forensic Psychiatry,1496
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,713,Psychotherapy,8874
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,715,Old Age Psychiatry,46586
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,800,Clinical Oncology (previously Radiotherapy),644558
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,810,Radiology,26967
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,820,General Pathology,1366
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,821,Blood Transfusion,5
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,822,Chemical Pathology,37702
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,823,Haematology,116657
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,824,Histopathology,2429
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,830,Immunopathology,2118
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,831,Medical Microbiology & Virology,585
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,833,Medical Microbiology (Microbiology & Bacteriology),322
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,834,Medical Virology,717
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,900,Community Medicine,15357
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,901,Occupational Medicine,1780
2324,Activity by Main Speciaity Code,Attended subsequent tele consultation,902,Community Health Services Dental,295
