REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,All Attendances by Age and Gender,0 Female,502,Gynaecology,733
2324,All Attendances by Age and Gender,0 Female,560,Midwife episode,90745
2324,All Attendances by Age and Gender,0 Female,600,General Medical Practice,83
2324,All Attendances by Age and Gender,0 Female,710,Adult Mental Illness,493
2324,All Attendances by Age and Gender,0 Female,711,Child & Adolescent Psychiatry,295
2324,All Attendances by Age and Gender,0 Female,715,Old Age Psychiatry,6
2324,All Attendances by Age and Gender,0 Female,800,Clinical Oncology (previously Radiotherapy),385
2324,All Attendances by Age and Gender,0 Female,810,Radiology,19889
2324,All Attendances by Age and Gender,0 Female,820,General Pathology,2
2324,All Attendances by Age and Gender,0 Female,822,Chemical Pathology,14
2324,All Attendances by Age and Gender,0 Female,823,Haematology,74
2324,All Attendances by Age and Gender,0 Female,900,Community Medicine,529
2324,All Attendances by Age and Gender,0 Female,901,Occupational Medicine,23
2324,All Attendances by Age and Gender,0 Female,902,Community Health Services Dental,8
2324,All Attendances by Age and Gender,0 Female,903,Public Health Medicine,6
2324,All Attendances by Age and Gender,0 Female,950,Nursing episode,31249
2324,All Attendances by Age and Gender,0 Female,960,Allied Health Professional Episode,59007
2324,All Attendances by Age and Gender,0 Male,100,General Surgery,2686
2324,All Attendances by Age and Gender,0 Male,101,Urology,2841
2324,All Attendances by Age and Gender,0 Male,110,Trauma & Orthopaedics,21298
2324,All Attendances by Age and Gender,0 Male,120,"Ear, Nose & Throat (ENT)",11981
2324,All Attendances by Age and Gender,0 Male,130,Ophthalmology,19424
2324,All Attendances by Age and Gender,0 Male,140,Oral Surgery,2697
2324,All Attendances by Age and Gender,0 Male,142,Paediatric Dentistry,193
2324,All Attendances by Age and Gender,0 Male,143,Orthodontics,109
2324,All Attendances by Age and Gender,0 Male,145,Oral & Maxillo Facial Surgery,2236
2324,All Attendances by Age and Gender,0 Male,146,Endodontics,1
2324,All Attendances by Age and Gender,0 Male,150,Neurosurgery,1876
2324,All Attendances by Age and Gender,0 Male,160,Plastic Surgery,5623
2324,All Attendances by Age and Gender,0 Male,170,Cardiothoracic Surgery,608
2324,All Attendances by Age and Gender,0 Male,171,Paediatric Surgery,14910
2324,All Attendances by Age and Gender,0 Male,180,Accident & Emergency (A&E),2073
2324,All Attendances by Age and Gender,0 Male,190,Anaesthetics,918
2324,All Attendances by Age and Gender,0 Male,192,Critical Care Medicine,362
2324,All Attendances by Age and Gender,0 Male,300,General Medicine,30168
2324,All Attendances by Age and Gender,0 Male,301,Gastroenterology,512
2324,All Attendances by Age and Gender,0 Male,302,Endocrinology,1310
2324,All Attendances by Age and Gender,0 Male,303,Clinical Haematology,1221
2324,All Attendances by Age and Gender,0 Male,304,Clinical Physiology,264
2324,All Attendances by Age and Gender,0 Male,305,Clinical Pharmacology,3
2324,All Attendances by Age and Gender,0 Male,310,Audiological Medicine,4140
2324,All Attendances by Age and Gender,0 Male,311,Clinical Genetics,1476
2324,All Attendances by Age and Gender,0 Male,313,Clinical Immunology & Allergy,675
2324,All Attendances by Age and Gender,0 Male,314,Rehabilitation,18
2324,All Attendances by Age and Gender,0 Male,315,Palliative Medicine,221
2324,All Attendances by Age and Gender,0 Male,317,Allergy,314
2324,All Attendances by Age and Gender,0 Male,320,Cardiology,2387
2324,All Attendances by Age and Gender,0 Male,321,Paediatric Cardiology,9353
2324,All Attendances by Age and Gender,0 Male,326,Acute Internal Medicine,5
2324,All Attendances by Age and Gender,0 Male,330,Dermatology,6346
2324,All Attendances by Age and Gender,0 Male,340,Respiratory Medicine (Thoracic Medicine),1991
2324,All Attendances by Age and Gender,0 Male,350,Infectious Diseases,84
2324,All Attendances by Age and Gender,0 Male,360,Genitourinary Medicine,11
2324,All Attendances by Age and Gender,0 Male,361,Nephrology,969
2324,All Attendances by Age and Gender,0 Male,370,Medical Oncology,68
2324,All Attendances by Age and Gender,0 Male,371,Nuclear Medicine,32
2324,All Attendances by Age and Gender,0 Male,400,Neurology,381
2324,All Attendances by Age and Gender,0 Male,401,Clinical Neuro-physiology,918
2324,All Attendances by Age and Gender,0 Male,410,Rheumatology,16
2324,All Attendances by Age and Gender,0 Male,420,Paediatrics,215189
2324,All Attendances by Age and Gender,0 Male,421,Paediatric Neurology,1247
2324,All Attendances by Age and Gender,0 Male,430,Geriatric Medicine,2
2324,All Attendances by Age and Gender,0 Male,450,Dental Medicine Specialties,18
2324,All Attendances by Age and Gender,0 Male,451,Special Care Dentistry,2
2324,All Attendances by Age and Gender,0 Male,460,Medical Ophthalmology,81
2324,All Attendances by Age and Gender,0 Male,501,Obstetrics,7886
2324,All Attendances by Age and Gender,0 Male,502,Gynaecology,750
2324,All Attendances by Age and Gender,0 Male,560,Midwife episode,95023
2324,All Attendances by Age and Gender,0 Male,600,General Medical Practice,158
2324,All Attendances by Age and Gender,0 Male,700,Learning Disability (previously MH),3
2324,All Attendances by Age and Gender,0 Male,710,Adult Mental Illness,701
2324,All Attendances by Age and Gender,0 Male,711,Child & Adolescent Psychiatry,419
2324,All Attendances by Age and Gender,0 Male,715,Old Age Psychiatry,1
2324,All Attendances by Age and Gender,0 Male,800,Clinical Oncology (previously Radiotherapy),435
2324,All Attendances by Age and Gender,0 Male,810,Radiology,20040
2324,All Attendances by Age and Gender,0 Male,820,General Pathology,2
2324,All Attendances by Age and Gender,0 Male,822,Chemical Pathology,7
2324,All Attendances by Age and Gender,0 Male,823,Haematology,190
2324,All Attendances by Age and Gender,0 Male,830,Immunopathology,1
2324,All Attendances by Age and Gender,0 Male,900,Community Medicine,822
2324,All Attendances by Age and Gender,0 Male,901,Occupational Medicine,29
2324,All Attendances by Age and Gender,0 Male,902,Community Health Services Dental,17
2324,All Attendances by Age and Gender,0 Male,903,Public Health Medicine,3
2324,All Attendances by Age and Gender,0 Male,950,Nursing episode,37299
2324,All Attendances by Age and Gender,0 Male,960,Allied Health Professional Episode,68113
2324,All Attendances by Age and Gender,10-14 All Genders,100,General Surgery,15331
2324,All Attendances by Age and Gender,10-14 All Genders,101,Urology,17415
2324,All Attendances by Age and Gender,10-14 All Genders,107,Vascular Surgery,70
2324,All Attendances by Age and Gender,10-14 All Genders,110,Trauma & Orthopaedics,380108
2324,All Attendances by Age and Gender,10-14 All Genders,120,"Ear, Nose & Throat (ENT)",105390
2324,All Attendances by Age and Gender,10-14 All Genders,130,Ophthalmology,127269
2324,All Attendances by Age and Gender,10-14 All Genders,140,Oral Surgery,22659
2324,All Attendances by Age and Gender,10-14 All Genders,141,Restorative Dentistry,2930
2324,All Attendances by Age and Gender,10-14 All Genders,142,Paediatric Dentistry,35235
2324,All Attendances by Age and Gender,10-14 All Genders,143,Orthodontics,147262
2324,All Attendances by Age and Gender,10-14 All Genders,145,Oral & Maxillo Facial Surgery,16020
2324,All Attendances by Age and Gender,10-14 All Genders,146,Endodontics,34
2324,All Attendances by Age and Gender,10-14 All Genders,147,Periodontics,23
2324,All Attendances by Age and Gender,10-14 All Genders,148,Prosthodontics,7
2324,All Attendances by Age and Gender,10-14 All Genders,150,Neurosurgery,6924
2324,All Attendances by Age and Gender,10-14 All Genders,160,Plastic Surgery,41656
2324,All Attendances by Age and Gender,10-14 All Genders,170,Cardiothoracic Surgery,2035
2324,All Attendances by Age and Gender,10-14 All Genders,171,Paediatric Surgery,33059
2324,All Attendances by Age and Gender,10-14 All Genders,180,Accident & Emergency (A&E),8605
2324,All Attendances by Age and Gender,10-14 All Genders,190,Anaesthetics,8014
2324,All Attendances by Age and Gender,10-14 All Genders,192,Critical Care Medicine,2023
2324,All Attendances by Age and Gender,10-14 All Genders,300,General Medicine,39875
2324,All Attendances by Age and Gender,10-14 All Genders,301,Gastroenterology,10875
2324,All Attendances by Age and Gender,10-14 All Genders,302,Endocrinology,14163
2324,All Attendances by Age and Gender,10-14 All Genders,303,Clinical Haematology,15951
2324,All Attendances by Age and Gender,10-14 All Genders,304,Clinical Physiology,1589
2324,All Attendances by Age and Gender,10-14 All Genders,310,Audiological Medicine,18308
2324,All Attendances by Age and Gender,10-14 All Genders,311,Clinical Genetics,6411
2324,All Attendances by Age and Gender,10-14 All Genders,313,Clinical Immunology & Allergy,3047
2324,All Attendances by Age and Gender,10-14 All Genders,314,Rehabilitation,6122
2324,All Attendances by Age and Gender,10-14 All Genders,315,Palliative Medicine,1459
2324,All Attendances by Age and Gender,10-14 All Genders,317,Allergy,2054
2324,All Attendances by Age and Gender,10-14 All Genders,320,Cardiology,16977
2324,All Attendances by Age and Gender,10-14 All Genders,321,Paediatric Cardiology,30406
2324,All Attendances by Age and Gender,10-14 All Genders,325,Sports & Exercise Medicine,279
2324,All Attendances by Age and Gender,10-14 All Genders,326,Acute Internal Medicine,227
2324,All Attendances by Age and Gender,10-14 All Genders,330,Dermatology,77145
2324,All Attendances by Age and Gender,10-14 All Genders,340,Respiratory Medicine (Thoracic Medicine),10313
2324,All Attendances by Age and Gender,10-14 All Genders,350,Infectious Diseases,837
2324,All Attendances by Age and Gender,10-14 All Genders,352,Tropical Medicine,3
2324,All Attendances by Age and Gender,10-14 All Genders,360,Genitourinary Medicine,632
2324,All Attendances by Age and Gender,10-14 All Genders,361,Nephrology,8651
2324,All Attendances by Age and Gender,10-14 All Genders,370,Medical Oncology,3853
2324,All Attendances by Age and Gender,10-14 All Genders,371,Nuclear Medicine,89
2324,All Attendances by Age and Gender,10-14 All Genders,400,Neurology,6490
2324,All Attendances by Age and Gender,10-14 All Genders,401,Clinical Neuro-physiology,4959
2324,All Attendances by Age and Gender,10-14 All Genders,410,Rheumatology,8727
2324,All Attendances by Age and Gender,10-14 All Genders,420,Paediatrics,678336
2324,All Attendances by Age and Gender,10-14 All Genders,421,Paediatric Neurology,17286
2324,All Attendances by Age and Gender,10-14 All Genders,430,Geriatric Medicine,23
2324,All Attendances by Age and Gender,10-14 All Genders,450,Dental Medicine Specialties,4674
2324,All Attendances by Age and Gender,10-14 All Genders,451,Special Care Dentistry,1331
2324,All Attendances by Age and Gender,10-14 All Genders,460,Medical Ophthalmology,1452
2324,All Attendances by Age and Gender,10-14 All Genders,501,Obstetrics,1668
2324,All Attendances by Age and Gender,10-14 All Genders,502,Gynaecology,5196
2324,All Attendances by Age and Gender,10-14 All Genders,504,Community Sexual & Reproductive Health,1
2324,All Attendances by Age and Gender,10-14 All Genders,560,Midwife episode,582
2324,All Attendances by Age and Gender,10-14 All Genders,600,General Medical Practice,1011
2324,All Attendances by Age and Gender,10-14 All Genders,601,General Dental Practice,3754
2324,All Attendances by Age and Gender,10-14 All Genders,700,Learning Disability (previously MH),5117
2324,All Attendances by Age and Gender,10-14 All Genders,710,Adult Mental Illness,26710
2324,All Attendances by Age and Gender,10-14 All Genders,711,Child & Adolescent Psychiatry,168403
2324,All Attendances by Age and Gender,10-14 All Genders,712,Forensic Psychiatry,583
2324,All Attendances by Age and Gender,10-14 All Genders,713,Psychotherapy,1953
2324,All Attendances by Age and Gender,10-14 All Genders,715,Old Age Psychiatry,243
2324,All Attendances by Age and Gender,10-14 All Genders,800,Clinical Oncology (previously Radiotherapy),3393
2324,All Attendances by Age and Gender,10-14 All Genders,810,Radiology,85315
2324,All Attendances by Age and Gender,10-14 All Genders,820,General Pathology,39
2324,All Attendances by Age and Gender,10-14 All Genders,822,Chemical Pathology,144
2324,All Attendances by Age and Gender,10-14 All Genders,823,Haematology,2112
2324,All Attendances by Age and Gender,10-14 All Genders,824,Histopathology,1
2324,All Attendances by Age and Gender,10-14 All Genders,830,Immunopathology,20
2324,All Attendances by Age and Gender,10-14 All Genders,833,Medical Microbiology (Microbiology & Bacteriology),1
2324,All Attendances by Age and Gender,10-14 All Genders,834,Medical Virology,19
2324,All Attendances by Age and Gender,10-14 All Genders,900,Community Medicine,14250
2324,All Attendances by Age and Gender,10-14 All Genders,901,Occupational Medicine,1953
2324,All Attendances by Age and Gender,10-14 All Genders,902,Community Health Services Dental,272
2324,All Attendances by Age and Gender,10-14 All Genders,903,Public Health Medicine,90
2324,All Attendances by Age and Gender,10-14 All Genders,950,Nursing episode,132352
2324,All Attendances by Age and Gender,10-14 All Genders,960,Allied Health Professional Episode,385650
2324,All Attendances by Age and Gender,10-14 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),1
2324,All Attendances by Age and Gender,10-14 Female,100,General Surgery,6535
2324,All Attendances by Age and Gender,10-14 Female,101,Urology,3869
2324,All Attendances by Age and Gender,10-14 Female,107,Vascular Surgery,36
2324,All Attendances by Age and Gender,10-14 Female,110,Trauma & Orthopaedics,146637
2324,All Attendances by Age and Gender,10-14 Female,120,"Ear, Nose & Throat (ENT)",48503
2324,All Attendances by Age and Gender,10-14 Female,130,Ophthalmology,63788
2324,All Attendances by Age and Gender,10-14 Female,140,Oral Surgery,12515
2324,All Attendances by Age and Gender,10-14 Female,141,Restorative Dentistry,1422
2324,All Attendances by Age and Gender,10-14 Female,142,Paediatric Dentistry,15746
2324,All Attendances by Age and Gender,10-14 Female,143,Orthodontics,81871
2324,All Attendances by Age and Gender,10-14 Female,145,Oral & Maxillo Facial Surgery,8477
2324,All Attendances by Age and Gender,10-14 Female,146,Endodontics,16
2324,All Attendances by Age and Gender,10-14 Female,147,Periodontics,12
2324,All Attendances by Age and Gender,10-14 Female,148,Prosthodontics,6
2324,All Attendances by Age and Gender,10-14 Female,150,Neurosurgery,3287
2324,All Attendances by Age and Gender,10-14 Female,160,Plastic Surgery,17051
2324,All Attendances by Age and Gender,10-14 Female,170,Cardiothoracic Surgery,476
2324,All Attendances by Age and Gender,10-14 Female,171,Paediatric Surgery,11424
